,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1350252380135317504,1350252380135317504,1610760228000.0,2021-01-16 08:23:48,+0700,,"Excellent to see the U.S. partnering with Morocco's @OfficialMimouna to proactively counter #Antisemitism in the region, building on the #AbrahamAccords; President Trump gets Morocco's highest honor for helping broker the Morocco-Israel normalization deal.  https://t.co/IGmhuM7uiP",en,"['antisemitism', 'abrahamaccords']",[],15719232,15719232,JanJekielek,Jan Jekielek,6,08,https://twitter.com/JanJekielek/status/1350252380135317504,['https://www.theepochtimes.com/state-department-signs-historic-anti-semitism-agreement-with-morocco-ngo_3658551.html'],[],0,,False,549,30,178,,#AbrahamAccords,,,,,,,[],,,,
1,1350150802011262976,1350150802011262976,1610736010000.0,2021-01-16 01:40:10,+0700,,This cute Israeli child had UAE 🇦🇪 on her dress 💕 @Ostrov_A  - this is what #AbrahamAccords is all about 🙏🏼  https://t.co/6t0AzMQSnO,en,['abrahamaccords'],[],431777800,431777800,HSajwanization,حسن سجواني 🇦🇪 Hassan Sajwani,6,01,https://twitter.com/HSajwanization/status/1350150802011262976,[],['https://pbs.twimg.com/media/Eryy_gtXYAAuHfI.jpg'],1,https://pbs.twimg.com/media/Eryy_gtXYAAuHfI.jpg,False,174,11,18,,#AbrahamAccords,,,,,,,[],,,,
2,1350295380886499328,1350295380886499328,1610770480000.0,2021-01-16 11:14:40,+0700,,This day was a new page written in history #AbrahamAccords  https://t.co/nMqjFYuftk,en,['abrahamaccords'],[],35804894,35804894,Thani75,Thani ثاني بن عبدالله🇦🇪 ‏ת׳אני אל שיראווי Hillel,6,11,https://twitter.com/Thani75/status/1350295380886499328,[],['https://pbs.twimg.com/media/Er02fRqW4AE9c97.jpg'],1,https://pbs.twimg.com/media/Er02fRqW4AE9c97.jpg,False,85,8,4,,#AbrahamAccords,,,,,,,[],,,,
3,1350263951725096960,1350263951725096960,1610762987000.0,2021-01-16 09:09:47,+0700,,"To be clear the #AbrahamAccords wouldn't have been possible initially without some Arab leadership awareness that Peace with #Israel is a major deterrent to #Iran and a direct path to US support. And an awareness in Israel, that the Arab world is its strategic depth facing Iran.",en,"['abrahamaccords', 'israel', 'iran']",[],37535548,37535548,WalidPhares,Walid Phares,6,09,https://twitter.com/WalidPhares/status/1350263951725096960,[],[],0,,False,77,5,21,,#AbrahamAccords,,,,,,,[],,,,
