,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1337590251745914880,1337590251745914880,1607741341000.0,2020-12-12 09:49:01,+0700,,"Thanks @Thani75 for sharing this and it’s soooo true! To all my Israeli friends and family , this is really important given that more Arab countries are on their way to sign the #AbrahamAccords  https://t.co/nSLzCzwaAK",en,['abrahamaccords'],[],256495109,256495109,omaralbusaidy,Омар | עומר | عمر | オマル ☪️,6,09,https://twitter.com/omaralbusaidy/status/1337590251745914880,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1337590195529666562/pu/img/0wN4lJxB-pWj2DUb.jpg,False,115,14,19,,#AbrahamAccords,,,,,,,[],,,,
