,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1309612942430797824,1309612942430797824,1601071031000.0,2020-09-26 04:57:11,+0700,,"Saturday's @Underground_RT - has Israel been at the heart of promoting Islamist terror?  We speak to someone at the heart of Israel's military &amp; political leadership, for decades.  Don't miss it. #AbrahamAccords #dealofthecentury  https://t.co/3mWgVorgra",en,"['abrahamaccords', 'dealofthecentury']",[],1972519165,1972519165,afshinrattansi,Afshin Rattansi,6,04,https://twitter.com/afshinrattansi/status/1309612942430797824,[],['https://pbs.twimg.com/media/EiyuB-NXsAAIFxw.jpg'],1,https://pbs.twimg.com/media/EiyuB-NXsAAIFxw.jpg,False,61,6,48,,#AbrahamAccords,,,,,,,[],,,,
