,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1323614485450469376,1323614485450469376,1604409259000.0,2020-11-03 20:14:19,+0700,,"Wishing our reunited family in the UAE 🇦🇪 a meaningful Flag Day. The love you have for your country, fellow citizens and wise leaders past and present is truly inspirational. #FlagDay #AbrahamAccords  https://t.co/UQzSIUMkgA",en,"['flagday', 'abrahamaccords']",[],18809354,18809354,AviKaner,Avi Kaner ابراهيم אבי,2,20,https://twitter.com/AviKaner/status/1323614485450469376,[],['https://pbs.twimg.com/media/El5sW8DWkAACsNW.jpg'],1,https://pbs.twimg.com/media/El5sW8DWkAACsNW.jpg,False,75,2,8,,#AbrahamAccords,,,,,,,[],,,,
1,1323539099484102657,1323539099484102657,1604391286000.0,2020-11-03 15:14:46,+0700,,“Let the UAE Operate Temple Mount”  It was an exceptionally article and created interesting suggestion.   By my dear friend @RabbiPoupko   #AbrahamAccords #Israel #UAEIsrael #IsraelBahrain #Peace #IsraelUAE  #UAEMessageOfPeace    https://t.co/f0HbMer7HZ,en,"['abrahamaccords', 'israel', 'uaeisrael', 'israelbahrain', 'peace', 'israeluae', 'uaemessageofpeace']",[],453838317,453838317,Bin_Shaiban,Dr. Bin Shaiban,2,15,https://twitter.com/Bin_Shaiban/status/1323539099484102657,['https://blogs.timesofisrael.com/let-the-uae-operate-temple-mount/'],[],0,,False,62,10,11,,#AbrahamAccords,,,,,,,[],,,,
2,1323544605992898561,1323544605992898561,1604392598000.0,2020-11-03 15:36:38,+0700,,"The #ViennaAttack is a cowardly act that violates the values ​​of life, humanity and religion. I sympathize with the victims and the people of Vienna.  #Peace #AbrahamAccords #IsraelUAE #UAEIsreal  https://t.co/uGKWZkOkFg",en,"['viennaattack', 'peace', 'abrahamaccords', 'israeluae', 'uaeisreal']",[],453838317,453838317,Bin_Shaiban,Dr. Bin Shaiban,2,15,https://twitter.com/Bin_Shaiban/status/1323544605992898561,[],"['https://pbs.twimg.com/media/El4szKnXEAYgi26.jpg', 'https://pbs.twimg.com/media/El4szKuXEAEVeWQ.jpg']",1,https://pbs.twimg.com/media/El4szKnXEAYgi26.jpg,False,60,0,8,,#AbrahamAccords,,,,,,,[],,,,
