,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1358426040012529664,1358426040012529664,1612708980000.0,2021-02-07 21:43:00,+0700,,"How will or should the new US Administration and its policy affect the #MiddleEast, the #AbrahamAccords, and #Iran?  📽️ Watch my discussion with @benshapiro to find out our thoughts!  https://t.co/7pO5Czj7mK",en,"['middleeast', 'abrahamaccords', 'iran']",[],1220405423804764167,1220405423804764167,CotlerWunsh,מיכל קוטלר-וונש | Michal Cotler-Wunsh,7,21,https://twitter.com/CotlerWunsh/status/1358426040012529664,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1358424201057742854/pu/img/RvSM06QPVXOLuhs5.jpg,False,129,6,23,,#AbrahamAccords,,,,,,,[],,,,
