,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1341100713854853120,1341100713854853120,1608578301000.0,2020-12-22 02:18:21,+0700,,"Today, @USAmbIsrael dedicated the courtyard at U.S. Embassy Jerusalem to Senior Advisor to @POTUS Jared Kushner in honor of his relentless pursuit of peace through the #AbrahamAccords  https://t.co/nTXmX3WecQ",en,['abrahamaccords'],[],44309594,44309594,usembassyjlm,U.S. Embassy Jerusalem,2,02,https://twitter.com/usembassyjlm/status/1341100713854853120,[],['https://pbs.twimg.com/media/EpyL_F-W4AIF_p5.jpg'],1,https://pbs.twimg.com/media/EpyL_F-W4AIF_p5.jpg,False,2660,458,341,,#AbrahamAccords,,,,,,,[],,,,
1,1341327537234952192,1341327537234952192,1608632380000.0,2020-12-22 17:19:40,+0700,,"The peace team!  Some of the leaders from #Israel and #UnitedStates, who have been so instrumental in shaping the #AbrahamAccords, ahead of today's historic first flight from Israel to #Morocco. What an incredible legacy of peace and hope they have gifted us! 🇮🇱🇲🇦🇺🇸🕊️  https://t.co/qjIkx8QUn7",en,"['israel', 'unitedstates', 'abrahamaccords', 'morocco']",[],351120282,351120282,Ostrov_A,Arsen Ostrovsky,2,17,https://twitter.com/Ostrov_A/status/1341327537234952192,[],['https://pbs.twimg.com/media/Ep1Ye1hWwAMK1GJ.jpg'],1,https://pbs.twimg.com/media/Ep1Ye1hWwAMK1GJ.jpg,False,509,31,48,,#AbrahamAccords,,,,,,,[],,,,
2,1341136112933322757,1341136112933322757,1608586741000.0,2020-12-22 04:39:01,+0700,,Thank you 🇺🇸🇮🇱 #AbrahamAccords  https://t.co/aBUsYOJws2,en,['abrahamaccords'],[],950854527846141958,950854527846141958,aviberkow45,Avi Berkowitz 45 Archived,2,04,https://twitter.com/aviberkow45/status/1341136112933322757,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1341136089910788097/pu/img/U-a6ztm6NVWSxggn.jpg,False,481,9,55,,#AbrahamAccords,,,,,,,[],,,,
3,1341345850757410816,1341345850757410816,1608636746000.0,2020-12-22 18:32:26,+0700,,And they’re off! The first El Al nonstop flight from Tel Aviv to Morocco has wheels up. Jews have been living in Morocco for 2500 years and it’s wonderful to see the Kingdom of Morocco and the State of Israel normalizing their relations. Historic. #AbrahamAccords  https://t.co/g53cyWZbRC,en,['abrahamaccords'],[],343958195,343958195,USAmbIsrael,Ambassador Tom Nides,2,18,https://twitter.com/USAmbIsrael/status/1341345850757410816,[],['https://pbs.twimg.com/media/Ep1q7prW4AAefn4.jpg'],1,https://pbs.twimg.com/media/Ep1q7prW4AAefn4.jpg,False,445,129,56,,#AbrahamAccords,,,,,,,[],,,,
4,1341080573742370821,1341080573742370821,1608573499000.0,2020-12-22 00:58:19,+0700,,Historic! #Israel chief rabbi in #UAE   #AbrahamAccords  https://t.co/eZUNnKZTIl,en,"['israel', 'uae', 'abrahamaccords']",[],477934944,477934944,emilykschrader,Emily Schrader - אמילי שריידר,2,00,https://twitter.com/emilykschrader/status/1341080573742370821,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1341080532436791296/pu/img/OaDoqjTY_QqjbJwM.jpg,False,218,9,50,,#AbrahamAccords,,,,,,,[],,,,
5,1341265526102892544,1341265526102892544,1608617595000.0,2020-12-22 13:13:15,+0700,,"With 🇦🇪 &amp; 🇮🇱 as our two good friends in the region, it’s an opportunity for 🇨🇦 to help move the peace agenda forward; whether it’s economically, through diplomacy or by initiatives around women, peace and security. #AbrahamAccords @CanadainUAE @CanadaFP     https://t.co/ilvpvwhKY5",en,['abrahamaccords'],[],251024167,251024167,MarcyGrossman,Marcy Grossman🇨🇦,2,13,https://twitter.com/MarcyGrossman/status/1341265526102892544,['https://jewishinsider.com/2020/12/marcy-grossman-canada-uae/'],[],0,,False,213,19,30,,#AbrahamAccords,,,,,,,[],,,,
6,1341305272468467715,1341305272468467715,1608627071000.0,2020-12-22 15:51:11,+0700,,"Was a pleasure to finally meet @amjadt25 fresh back from his trip to #israel thanks Amjad for always standing for truth, for being a fearless advocate for peace and for the gift of your book #abrahamaccords #Bahrain  🇧🇭 🇮🇱  https://t.co/EI4yUIT3oi",en,"['israel', 'abrahamaccords', 'bahrain']",[],3304041230,3304041230,FleurHassanN,פלר חסן נחום Fleur Hassan-Nahoum,2,15,https://twitter.com/FleurHassanN/status/1341305272468467715,[],['https://pbs.twimg.com/media/Ep1GB3dW4AMXOxw.jpg'],1,https://pbs.twimg.com/media/Ep1GB3dW4AMXOxw.jpg,False,205,15,16,,#AbrahamAccords,,,,,,,[],,,,
7,1341300160706568192,1341300160706568192,1608625853000.0,2020-12-22 15:30:53,+0700,,Shalom Salam 🇮🇱🇲🇦 #AbrahamAccords  https://t.co/Xc3GenXUr9,in,['abrahamaccords'],[],431777800,431777800,HSajwanization,حسن سجواني 🇦🇪 Hassan Sajwani,2,15,https://twitter.com/HSajwanization/status/1341300160706568192,[],"['https://pbs.twimg.com/media/Ep1BYLMXIAEqF5-.jpg', 'https://pbs.twimg.com/media/Ep1BYLSXcAA1vwD.jpg', 'https://pbs.twimg.com/media/Ep1BYLNXIAElGud.jpg', 'https://pbs.twimg.com/media/Ep1BYLYWMAEZkBq.jpg']",1,https://pbs.twimg.com/media/Ep1BYLMXIAEqF5-.jpg,False,155,9,21,,#AbrahamAccords,,,,,,,[],,,,
8,1341138840933773320,1341138840933773320,1608587391000.0,2020-12-22 04:49:51,+0700,,"As we bid farewell to 2020, mankind will always remember that #AbrahamAccords was not possible without this man’s extreme bravery. #ThankYouMohamedbinZayed ❤️Thank you Bu Khaled for being the lighthouse of peace 🙏🏼  https://t.co/rWJlfRexOv",en,"['abrahamaccords', 'thankyoumohamedbinzayed']",[],431777800,431777800,HSajwanization,حسن سجواني 🇦🇪 Hassan Sajwani,2,04,https://twitter.com/HSajwanization/status/1341138840933773320,[],['https://pbs.twimg.com/media/EpyuqRzXEAIXL51.jpg'],1,https://pbs.twimg.com/media/EpyuqRzXEAIXL51.jpg,False,150,7,16,,#AbrahamAccords,,,,,,,[],,,,
9,1341362011536560129,1341362011536560129,1608640599000.0,2020-12-22 19:36:39,+0700,,"History being made right now with first direct flight between Israel 🇮🇱 and Morocco 🇲🇦. Scheduled to arrive in Rabat in an hour, after flying over Greece 🇬🇷, Italy 🇮🇹, and Spain 🇪🇸. #AbrahamAccords  https://t.co/5aoSwlFL8M",en,['abrahamaccords'],[],18809354,18809354,AviKaner,Avi Kaner ابراهيم אבי,2,19,https://twitter.com/AviKaner/status/1341362011536560129,[],"['https://pbs.twimg.com/media/Ep15nOgXMAAqkpp.jpg', 'https://pbs.twimg.com/media/Ep15nOeWwAAZ2Fr.jpg', 'https://pbs.twimg.com/media/Ep15nOiWwAE8eT5.jpg']",1,https://pbs.twimg.com/media/Ep15nOgXMAAqkpp.jpg,False,145,9,33,,#AbrahamAccords,,,,,,,[],,,,
