,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1359936824500621313,1359936824500621313,1613069180000.0,2021-02-12 01:46:20,+0700,,Groundbreaking idea by @messagefromLen @VictoriaCoates:  #CyrusAccords call for US to broker deal mirroring #AbrahamAccords &amp; provide Iranians future of peace alongside Israel  THIS is the deal we need w/Irans regime-not one normalizing criminal behavior   https://t.co/2ycHdFTTRl,en,"['cyrusaccords', 'abrahamaccords']",[],47722134,47722134,LisaDaftari,Lisa Daftari,5,01,https://twitter.com/LisaDaftari/status/1359936824500621313,['https://www.foreigndesknews.com/lisas-desk/cyrus-accords-promise-a-hopeful-future-for-iran-and-israel/'],[],0,,False,147,8,57,,#AbrahamAccords,,,,,,,[],,,,
1,1360196071453032451,1360196071453032451,1613130989000.0,2021-02-12 18:56:29,+0700,,"6 months ago, 🇦🇪🇮🇱🇺🇸 announced the #AbrahamAccords  It's been an incredible journey. From organizing the 1st 🇦🇪-🇮🇱 P2P call, to (co)founding the Israeli-Emirati Forum, @UAEIsraelBiz &amp; @gulf_israel-I've met so many amazing ppl along the way  U are way too many to list-thank u all!  https://t.co/kwd2mR8T6a",en,['abrahamaccords'],[],1141317226743705600,1141317226743705600,fredman_a,Asher Fredman אשר פרדמן,5,18,https://twitter.com/fredman_a/status/1360196071453032451,[],"['https://pbs.twimg.com/media/EuBjGYRXEAAuDl3.jpg', 'https://pbs.twimg.com/media/EuBjG7YXcAESqCv.jpg', 'https://pbs.twimg.com/media/EuBjHLtXcAQWMp0.jpg', 'https://pbs.twimg.com/media/EuBjHjjXAAMTa4P.jpg']",1,https://pbs.twimg.com/media/EuBjGYRXEAAuDl3.jpg,False,143,5,128,,#AbrahamAccords,,,,,,,[],,,,
