,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1308431058157867015,1308431058157867015,1600789248000.0,2020-09-22 22:40:48,+0700,,"Dividing #Jerusalem, the Temple Mount and the holy sites are the catalyst for uniting the world's religions...just as we are told in #BibleProphecy. Watch the full video at  https://t.co/q33qGAvAQK  #Israel #PeaceAgreement #AbrahamAccords #Palestine #EndTimes  https://t.co/FgFQG5nGxw",en,"['jerusalem', 'bibleprophecy', 'israel', 'peaceagreement', 'abrahamaccords', 'palestine', 'endtimes']",[],50127824,50127824,jdfarag,JD Farag,2,22,https://twitter.com/jdfarag/status/1308431058157867015,['http://YouTube.com/JDFaragTV'],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1308430869305200645/pu/img/mkAiCX0WoV_X26wc.jpg,False,216,8,72,,#AbrahamAccords,,,,,,,[],,,,
1,1308141562698792963,1308141562698792963,1600720227000.0,2020-09-22 03:30:27,+0700,,"Watch and listen in to this week's #BibleProphecy update as Pastor JD discusses a variety of topics including the Abraham Accords, which he sees as an abomination. Watch the full video at  https://t.co/q33qGAvAQK  #EndTimes #Rapture #Revelation #Prophecy #Israel #AbrahamAccords  https://t.co/T82kt8turD",en,"['bibleprophecy', 'endtimes', 'rapture', 'revelation', 'prophecy', 'israel', 'abrahamaccords']",[],50127824,50127824,jdfarag,JD Farag,2,03,https://twitter.com/jdfarag/status/1308141562698792963,['http://YouTube.com/JDFaragTV'],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1308135147301220361/pu/img/LuucBLwqx2kX4rY_.jpg,False,206,21,67,,#AbrahamAccords,,,,,,,[],,,,
2,1308422161535774725,1308422161535774725,1600787127000.0,2020-09-22 22:05:27,+0700,,UAE Writer: The Arab Countries' Expulsion Of The Jews Was A Disastrous Mistake ⁦@MEMRIReports⁩ #AbrahamAccords   https://t.co/HonFYNNvXG,en,['abrahamaccords'],[],16671007,16671007,michaeldickson,Michael Dickson,2,22,https://twitter.com/michaeldickson/status/1308422161535774725,['https://www.memri.org/reports/uae-writer-arab-countries-expulsion-jews-was-disastrous-mistake'],[],0,,False,78,1,20,,#AbrahamAccords,,,,,,,[],,,,
