,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1347474597894115328,1347474597894115328,1610097953000.0,2021-01-08 16:25:53,+0700,,"🔈 A very happy PERSONAL ANNOUNCEMENT:  I am delighted &amp; proud to join the Board of the incredible @sharakango, which is connecting people of #Israel &amp; the #Gulf for a brighter future, turning the vision of #AbrahamAccords &amp; people-to-people peace into reality.  🇮🇱 🇦🇪 🇧🇭 🇸🇩 🇲🇦 🕊  https://t.co/aOnJwFDccp",en,"['israel', 'gulf', 'abrahamaccords']",[],351120282,351120282,Ostrov_A,Arsen Ostrovsky,5,16,https://twitter.com/Ostrov_A/status/1347474597894115328,[],['https://pbs.twimg.com/media/ErMxAB5XUAIyQum.jpg'],1,https://pbs.twimg.com/media/ErMxAB5XUAIyQum.jpg,False,201,29,18,,#AbrahamAccords,,,,,,,[],,,,
