,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1360982581781663744,1360979747753328641,1613318507000.0,2021-02-14 23:01:47,+0700,,You keep hearing #Biden is re-embracing our allies. What they mean is elite Europeans.   The #AbrahamAccords normalizes relations between #Israel &amp; a number of Arab states &amp; it will hopefully make it harder for #Biden to disregard US allies in dealing with #Iran.  https://t.co/7Chh0uDUFZ,en,"['biden', 'abrahamaccords', 'israel', 'biden', 'iran']",[],1941106381,1941106381,RJBrodsky,Matthew RJ Brodsky,7,23,https://twitter.com/RJBrodsky/status/1360982581781663744,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1360981102161244162/pu/img/2PWPz39NA6LMN64b.jpg,False,82,3,52,,#AbrahamAccords,,,,,,,[],,,,
