,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1351408563646853121,1351408563646853121,1611035884000.0,2021-01-19 12:58:04,+0700,,"""Now with…the #AbrahamAccords, what we saw w/ the UAE, w/ Bahrain, w/ Morocco, &amp; Sudan is…a natural correlation of a decrease in #antisemitism w/ normalization of ties with the Jewish state of Israel.""  —US @StateDept Special Envoy @elliecohanim   WATCH👉 https://t.co/ttZbaYfXbr  https://t.co/0XIBhO1KlA",en,"['abrahamaccords', 'antisemitism']",[],15719232,15719232,JanJekielek,Jan Jekielek,2,12,https://twitter.com/JanJekielek/status/1351408563646853121,['http://ept.ms/elliecohanim'],[],1,https://pbs.twimg.com/amplify_video_thumb/1351314921460527104/img/uTPCOd96y2JD92b8.jpg,False,308,12,152,,#AbrahamAccords,,,,,,,[],,,,
