,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1308756469349789697,1308756469349789697,1600866832000.0,2020-09-23 20:13:52,+0700,,"HRH the Crown Prince held a telephone call with #Israel’s PM @netanyahu, underscored the importance of regional security, stability and prosperity, in addition to talks of potential areas of cooperation. #AbrahamAccords   https://t.co/ZpDOGKCraO  https://t.co/jIP8sZfjNw",en,"['israel', 'abrahamaccords']",[],184893367,184893367,AbdullaRAK,Abdulla R. Al-Khalifa,3,20,https://twitter.com/AbdullaRAK/status/1308756469349789697,['https://www.bna.bh/en/ReadoutoftelephonecallbetweenHRHCrownPrinceandPrimeMinisterofIsrael.aspx?cms=q8FmFJgiscL2fwIzON1%2BDryVzlGj3L%2BnsDOOOIEyjdU%3D#.X2tHh3XxUWk.twitter'],['https://pbs.twimg.com/media/EimjEnEXcAAp2ph.jpg'],1,https://pbs.twimg.com/media/EimjEnEXcAAp2ph.jpg,False,187,39,47,,#AbrahamAccords,,,,,,,[],,,,
1,1308734219900907522,1308734219900907522,1600861527000.0,2020-09-23 18:45:27,+0700,,First direct commercial flight from Israel lands in Bahrain  🇧🇭 🇮🇱 #AbrahamAccords    https://t.co/MkrQjGCGtJ,en,['abrahamaccords'],[],16671007,16671007,michaeldickson,Michael Dickson,3,18,https://twitter.com/michaeldickson/status/1308734219900907522,['https://apnews.com/ce4d550ae268b65d3c20a5788505a11a?utm_source=Jewish+Insider+Contacts&utm_campaign=061e4368b2-EMAIL_CAMPAIGN_2020_06_24_06_53_COPY_02&utm_medium=email&utm_term=0_008e75e2f9-061e4368b2-93023482'],[],0,,False,155,3,39,,#AbrahamAccords,,,,,,,[],,,,
2,1308673199312457729,1308673199312457729,1600846979000.0,2020-09-23 14:42:59,+0700,,"#BREAKING: Israeli delegation has landed in Bahrain for talks on relations between the countries, Israeli official tells me  #AbrahamAccords",en,"['breaking', 'abrahamaccords']",[],744601892,744601892,AmichaiStein1,Amichai Stein,3,14,https://twitter.com/AmichaiStein1/status/1308673199312457729,[],[],0,,False,76,0,24,,#AbrahamAccords,,,,,,,[],,,,
