,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1351148273382420486,1351148273382420486,1610973826000.0,2021-01-18 19:43:46,+0700,,"The 🇺🇸 #PeaceTeam!  These are the men, led by Jared Kushner &amp; Mike Pompeo, who have been the visionaries behind the #AbrahamAccords. What an incredible and inspiring legacy of peace, hope &amp; a better future for all the people of the Middle East they leave behind! #ShalomSalaam 🕊  https://t.co/jTGUWzyS5G",en,"['peaceteam', 'abrahamaccords', 'shalomsalaam']",[],351120282,351120282,Ostrov_A,Arsen Ostrovsky,1,19,https://twitter.com/Ostrov_A/status/1351148273382420486,[],['https://pbs.twimg.com/media/EsA-MJlWMAEJSf_.jpg'],1,https://pbs.twimg.com/media/EsA-MJlWMAEJSf_.jpg,False,88,5,17,,#AbrahamAccords,,,,,,,[],,,,
