,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1322163169566035974,1322163169566035974,1604063238000.0,2020-10-30 20:07:18,+0700,,"Today I am delighted to meet Ambassador @TzipiHotovely. 🇦🇪 &amp; 🇮🇱 have shown that a page can be turned in the Middle East. The #AbrahamAccords offer new pathways for cooperation, peace-making and economic prosperity.  https://t.co/OMFV9VBAW8",en,['abrahamaccords'],[],1106535485147619328,1106535485147619328,MansoorAbulhoul,Mansoor Abulhoul,5,20,https://twitter.com/MansoorAbulhoul/status/1322163169566035974,[],['https://pbs.twimg.com/media/EllEZMKX0AIui1l.jpg'],1,https://pbs.twimg.com/media/EllEZMKX0AIui1l.jpg,False,145,8,30,,#AbrahamAccords,,,,,,,[],,,,
